MAP	Std	similarity	aa_sh	k_nn	alpha_ridge
0.0226839547188	0.0	CB	2000	30000	9500
0.022033345638	0.0	CB	2000	30000	9750
0.0228965177802	0.0	CB	2000	30000	10000
0.0263524363234	0.0	CB	2000	30000	25000
0.0228189984004	0.0	CB	2000	30000	50000
0.0237215454657	0.0	CB	2000	30000	75000
0.0237755321767	0.0	CB	2000	30000	100000
