MAP	Std	alpha_ridge
0.00642096771114	0.0	10000.0
0.00647316262817	0.0	20000.0
0.0064558629776		0.0	50000.0
0.00639319470699	0.0	100000.0
0.00632811097745	0.0	200000.0
0.00628093792366	0.0	500000.0
