MAP	Std	alpha
0.00991778868631	0.00133840978659	9500
0.00880690317347	0.00196348244181	9750
0.00915729551145	0.000867627777979	10000
0.00997515243093	0.0017719335093	25000
0.00998850333165	0.00171756836264	50000
0.00956776703178	0.00109005339584	75000
0.0100981278583	0.00162332277158	100000
