Ratings from 0 to 1
MAP	Std	alpha_ridge
0.0127893865665	0.00155713822079	9500
0.0115976204003	0.00151910098506	9750
0.0116554465677	0.00123301455026	10000
0.012652637973	0.00168597007513	25000
0.0133963635206	0.00109196301628	50000
0.0125333864701	0.000987250652889	75000
0.0128134763687	0.0013814113168	    100000
