MAP	Std	alpha
0.010191792122	0.00163659284873	100000
0.0084895886755	0.00182128667836	200000
0.00936501716752	0.00101645972577	300000
0.0104199260863	0.00185489805382	400000
0.00996517929699	0.0017052875035	500000
0.00962495633665	0.00109813900768	600000
0.00997832253886	0.0015704747339	700000
0.00930530201172	0.000517923510736	800000
0.0104351833321	0.00203569190515	90000
0.00986855045119	0.00173799058058	1000000
