MAP	Std	alpha_ridge
0.00732130995891	0.00101262347476	9500
0.00838697539723	0.00111562659514	9750
0.00802329549815	0.000655950536911	10000
0.00777983661977	0.00137389265219	25000
0.00742048527218	0.00114130649521	50000
0.00807791239973	0.00115745674678	75000
0.00751809362469	0.00199175889257	100000
