MAP	Std	sh	k_nn	C_SVM
0.00307462778393	0.0	2000	20000	0.001
0.00304078995939	0.0	2000	20000	0.005
0.00334994462901	0.0	2000	20000	0.01
0.00236864771748	0.0	2000	20000	0.05
0.00272056109265	0.0	2000	20000	0.1
0.00228712932201	0.0	2000	20000	0.5
