Ratings from 0 to 1
MAP	Std	k	reg_penalty
0.000655223329642	0.0	50	100.0
0.00140150116894	0.0	50	10000.0
0.00163159837578	0.0	50	1000000.0
0.00174095607235	0.0	50	100000000.0
0.00113971945367	0.0	100	100.0
0.00258459456134	0.0	100	10000.0
0.00161852467085	0.0	100	1000000.0
0.00195736434109	0.0	100	100000000.0
0.000567552602436	0.0	200	100.0
0.000970991755875	0.0	200	10000.0
0.00140273163529	0.0	200	1000000.0
0.00239202657807	0.0	200	100000000.0
