Ratings from 0 to 1
MAP	Std	k	reg_penalty
0.0	0.0	50	0.0001
0.0	0.0	50	0.001
0.0	0.0	50	0.01
0.0	0.0	50	0.1
0.000816414421066	0.0	50	1.0
0.000908084163898	0.0	50	10.0
0.0	0.0	100	0.0001
0.0	0.0	100	0.001
0.0	0.0	100	0.01
0.0	0.0	100	0.1
0.0015919158361	0.0	100	1.0
0.00101974898487	0.0	100	10.0
0.0	0.0	200	0.0001
2.76854928018e-05	0.0	200	0.001
2.76854928018e-05	0.0	200	0.01
0.0	0.0	200	0.1
0.00322905131045	0.0	200	1.0
0.000361757105943	0.0	200	10.0
