Rating from 0 to 3
MAP	Std	k	reg_penalty
0.000438353636028	0.0	50	100.0
0.000205795496493	0.0	50	10000.0
0.00133259505353	0.0	50	1000000.0
0.00143318567737	0.0	50	100000000.0
0.000221483942414	0.0	100	100.0
0.00132428940568	0.0	100	10000.0
0.00077888519749	0.0	100	1000000.0
0.000861634059308	0.0	100	100000000.0
0.000812107788852	0.0	200	100.0
0.000705057216685	0.0	200	10000.0
0.000747508305648	0.0	200	1000000.0
0.00130860095976	0.0	200	100000000.0
