MAP	Std	C_SVM
0.0059726836471		0.0	1e-06
0.00705795496493	0.0	0.0001
0.00905838562815	0.0	0.01
0.00644841269841	0.0	1.0
0.00723298880276	0.0	10.0
0.00698520364218	0.0	100.0
