Ratings from 0 to 3
MAP	Std	C_SVM
0.00665051679587	0.0	0.001
0.00784791435954	0.0	0.005
0.00905838562815	0.0	0.01
0.00813338255199	0.0	0.05
0.00811892457241	0.0	0.1
0.0078582195152	    0.0	0.5
