Ratings from 0 to 1
MAP	Std	C_SVM
0.00634566875846	0.0	0.001
0.00790651531931	0.0	0.005
0.00923557278208	0.0	0.01
0.00814676387351	0.0	0.05
0.00848468069398	0.0	0.1
0.00802771625446	0.0	0.5
