MAP	Std	C_logreg
0.00567214224191	0.0	1e-06
0.00648178909807	0.0	0.0001
0.00554094376769	0.0	0.01
0.00749415528485	0.0	1.0
0.00794081456872	0.0	10.0
0.0055592469546	    0.0	100.0
