MAP	Std	C_logreg
0.00980773963332	0.0	2.5
0.00653915959149	0.0	5.0
0.00638027562446	0.0	7.5
0.00663036790944	0.0	25.0
0.00746954595792	0.0	50.0
0.00579272794389	0.0	75.0
