Not normalized ratings, using title/tags, merge country/region, no employment
MAP	Std	sh
0.00654206312354	0.000331431410455	100
0.00651559250321	0.000761830138994	200
0.00674539392211	0.000293470261695	500
0.00705531790743	0.00100602790197	1000
0.00644019266727	0.000385744581823	2000
0.00745272899165	0.000414604712262	5000
0.00587409737395	0.00069266942015	10000
0.00654042606183	0.000653539721635	20000
