Not normalized ratings, merged title/tags
MAP	Std	sh
0.00474085501243	0.000325462694937	100
0.00457203277751	0.000953336254666	200
0.00519534600373	0.00103543035351	500
0.00551728426507	0.000797489374605	1000
0.0041169756632	0.000539392071962	2000
