Not normalized ratings, using title/tags, merge country/region
MAP	Std	sh
0.00682195026982	0.000318976788421	100
0.00726718090277	0.000881250324457	200
0.00749404834006	0.000635622464706	500
0.00762197051136	0.00101484932682	1000
0.00696970192595	0.000547437225426	2000
0.00763049657318	0.000115705020296	5000
0.00620133857176	0.00043756548795	10000
0.00708488967092	0.000653977601017	20000
