Not normalized ratings, using title/tags
MAP	Std	sh
0.00655960631722	0.000138327720213	100
0.00681262173131	0.000918756812324	200
0.00704418326932	0.000927838224107	500
0.00720846384964	0.00113459711015	1000
0.0064285188704		0.000150907971677	2000
0.00687938389574	0.000801117617446	5000
0.00636281560668	0.000119146284214	10000
0.00681704629481	0.000617716845207	20000
